更新时间,#genre#
五星体育,http://139.196.151.191:3648/rtp/239.45.3.210:5140$组播源
体育赛事,http://123.56.129.203:4349/rtp/225.1.8.81:8176$北京电信组播源
体育赛事,http://123.56.129.203:7347/rtp/225.1.8.81:8176$北京电信组播源
体育赛事,http://123.56.129.203:3344/rtp/225.1.8.81:8176$北京电信组播源
劲爆体育,http://www.72444165.xyz:5005/itv/bestzb/5000000002000029972$订阅源
超级体育,http://www.72444165.xyz:5005/itv/ystenlive/1000000001000009601$订阅源
超级体育,http://111.31.22.5/cache.ott.fifalive.itv.cmvideo.cn/000000001000/1000000001000009601/index.m3u8?channel-id=ystenlive&Contentid=1000000001000009601&livemode=1&stbId=no$订阅源
超级体育,http://111.31.22.5/cache.ott.fifalive.itv.cmvideo.cn/000000001000/1000000001000009601/1.m3u8?channel-id=ystenlive&Contentid=1000000001000009601&livemode=1&stbId=3$订阅源
精品体育,http://111.31.22.5/cache.ott.fifalive.itv.cmvideo.cn/000000001000/1000000004000014634/1.m3u8?channel-id=ystenlive&Contentid=1000000004000014634&livemode=1&stbId=3$订阅源
精品体育,http://www.72444165.xyz:5005/itv/ystenlive/1000000004000014634$订阅源
精品体育,http://111.31.22.5/cache.ott.fifalive.itv.cmvideo.cn/000000001000/1000000004000014634/index.m3u8?channel-id=ystenlive&Contentid=1000000004000014634&livemode=1&stbId=no$订阅源
精品体育,http://gslbservzqhsw.itv.cmvideo.cn/1000000004000014634/1.m3u8?channel-id=ystenlive&Contentid=1000000004000014634&livemode=1&stbId=3$订阅源
广州竞赛,http://117.72.68.25:9930/gztv.php?id=gzjs$订阅源
辽宁体育,http://tvbox6.com/tv/bfgd.php?id=611$订阅源
辽宁体育,http://120.76.248.139/live/bfgd/4200000611.m3u8$订阅源
山东体育,http://123.129.70.178:9901/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
山东体育,http://123.129.70.178:9901/tsfile/live/1003_1.m3u8$订阅源
山东体育,http://112.234.23.81:9901/tsfile/live/0001_2.m3u8?key=txiptv&playlive=1&authid=0$订阅源
山东体育,http://livealone302.iqilu.com/iqilu/typd.m3u8$订阅源
山东体育,http://123.129.70.178:9901/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
安徽综艺体育,http://112.30.194.221:20080/live/c41f112b83f644ddb082669501c8ecd3/hls.m3u8$订阅源|1920x1080
安徽综艺体育,http://112.30.194.221:20080/live/c41f112b83f644ddb082669501c8ecd3/hls.m3u8?zanhd$订阅源|1920x1080
安徽综艺体育,http://112.30.194.221:20080/live/c41f112b83f644ddb082669501c8ecd3.flv$订阅源|1920x1080
安徽综艺体育,http://snapshot-live-ht.ahtv.cn/atvrtmp/143_q_live161829415240627.m3u8$订阅源
睛彩篮球,http://114.243.103.165:8822/rtp/239.3.1.126:8001$组播源|1920x1080
风云足球,http://tptvh.mobaibox.com/hwcdnbacksourceflag_223.110.243.229:80/PLTV/4/224/3221228668/1.m3u8?accountinfo=7Nbs4SAtmisdhfg9u9VfuRylKFo%2FsFe211XeT0tFiPe3sKM6ExysDo0g3A9CbIkx5b%2FFw3kQIXPRRrkOn3II%2B%2Fc0Ta4f4DIFOsGdGiU4JeF8fi9dPYnTHN8Os8jC4LZfFgCcgHZcoIABWGUx4GF9bqeo84KrB1TAVruJzkRIWcU%3D%3A20241026024257%2C-1%2C36.156.32.22%2C20241026024257%2CG_FENGSHANGZQ-CQ%2C1734208109853_10%3A13%3A6D%3AA1%3A26%3A38%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2C%2C10000100000000060000000019436166_0%2CEND&GuardEncType=2&servicetype=1&unionUrl=gitv%2Flive1%2FG_FENGSHANGZQ-CQ%2FG_FENGSHANGZQ-CQ&icpid=88888888&from=5&popid=5&hms_devid=6449&prioritypopid=5$订阅源
风云足球,http://112.234.23.81:9901/tsfile/live/1031_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
风云足球,http://58.19.38.162:9901/tsfile/live/1034_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
足球频道,http://123.56.129.203:4349/rtp/225.1.8.249:4120$北京电信组播源
足球频道,http://123.56.129.203:7347/rtp/225.1.8.249:4120$北京电信组播源
足球频道,http://123.56.129.203:3344/rtp/225.1.8.249:4120$北京电信组播源
魅力足球,http://www.72444165.xyz:5005/itv/bestzb/5000000011000031207$订阅源
魅力足球,http://110.177.146.152:888/udp/239.1.1.75:8075$订阅源|1920x1080
🪁动画频道,#genre#
动漫秀场,http://110.177.146.152:888/udp/239.1.1.80:8080$订阅源|1920x1080
动漫秀场,http://218.67.179.51:8888/udp/225.1.1.134:5002$订阅源|1920x1080
动漫秀场,http://120.55.49.231:3095/rtp/233.50.201.184:5140$组播源
动漫秀场,http://120.55.49.231:1366/rtp/233.50.201.184:5140$组播源
动漫秀场,http://120.55.49.231:5783/rtp/233.50.201.184:5140$组播源
CN卡通,http://125.227.210.55:8167/VideoInput/play.ts$订阅源|1920x1080
CN卡通,http://free.xiptv.x10.bz/kudou.php?id=65$订阅源
优漫卡通,http://111.31.22.3/cache.ott.fifalive.itv.cmvideo.cn/000000001000/1000000002000010063/1.m3u8?channel-id=ystenlive&Contentid=1000000002000010063&livemode=1&stbId=3$订阅源
优漫卡通,http://110.177.146.152:888/udp/239.1.1.72:8072$订阅源|1920x1080
优漫卡通,http://hsv4dcdn.qnqcdn.net/gdcucc-livod.qn-cdn.gitv.tv/gitv_live/G_YOUMAN/G_YOUMAN.m3u8?p=GITV&area=GD_CUCC&$订阅源
优漫卡通,http://112.234.23.81:9901/tsfile/live/1025_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
优漫卡通,http://221.213.69.82:9901/tsfile/live/1003_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源
金鹰卡通,http://111.31.22.3/cache.ott.fifalive.itv.cmvideo.cn/000000001000/5000000006000040024/1.m3u8?channel-id=bestzb&Contentid=5000000006000040024&livemode=1&stbId=3$订阅源
金鹰卡通,http://vod.hnqczh.cn:808/hls/6/index.m3u8$订阅源
金鹰卡通,http://58.48.37.158:1111/tsfile/live/1008_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
金鹰卡通,http://39.98.201.151:9090/udp/225.1.8.163:9252$订阅源
金鹰卡通,http://221.213.69.82:9901/tsfile/live/0109_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源
黑莓动画,http://www.72444165.xyz:5005/itv/ystenlive/1000000004000021734$订阅源
炫动卡通,http://112.234.23.81:9901/tsfile/live/1023_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
浙江少儿,https://ct-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8$订阅源|1920x1080
浙江少儿,http://61.163.58.195:1718/zhejiang.php?id=zjse$订阅源
浙江少儿,http://ali-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8$订阅源|1920x1080
浙江少儿,https://ali-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8$订阅源|1920x1080
浙江少儿,https://ali-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8?$订阅源|1920x1080
河北少儿科教,http://121.24.98.154:8090/hls/30/index.m3u8$订阅源
七龙珠,http://live.iill.top/huya.php?id=11601966$订阅源
七龙珠,http://live.iill.top/huya.php?id=25650806$订阅源
火影忍者,http://live.iill.top/douyu.php?id=1997723$订阅源
中华小当家,http://mtv.wuzhij.com/huya.php?id=24257300&cdn=txcdn$订阅源
中华小当家,http://live.iill.top/huya.php?id=11342413$订阅源
中华小当家,http://61.221.215.25:8800/hls/40/index.m3u8$订阅源
猫和老鼠,http://live.iill.top/huya.php?id=11352879$订阅源
🎵音乐频道,#genre#
CCTV-15,http://123.129.70.178:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV-15,http://112.234.23.81:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV-15,http://60.12.183.46:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源
CCTV-15,http://119.163.199.98:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV-15,http://116.117.106.155:8096/tsfile/live/0014_2.m3u8$订阅源
音乐现场,http://123.56.129.203:4349/rtp/225.1.8.230:4120$北京电信组播源
音乐现场,http://123.56.129.203:7347/rtp/225.1.8.230:4120$北京电信组播源
音乐现场,http://123.56.129.203:3344/rtp/225.1.8.230:4120$北京电信组播源
音乐之声,http://ngcdn003.cnr.cn/live/yyzs/index.m3u8$订阅源
音乐调频广播,http://120.55.49.231:4986/rtp/233.50.201.82:5140$浙江电信组播源
🈳无结果频道,#genre#
CETV5,url
文化精品,url
央视台球,url
风云音乐,url
第一剧场,url
风云剧场,url
怀旧剧场,url
女性时尚,url
高尔夫网球,url
电视指南,url
兵器科技,url
江门侨乡生活,url
佛山综合,url
汕头综合,url
汕头经济,url
汕头文旅,url
茂名综合,url
茂名公共,url
Now剧集,url
Now华剧,url
靖天资讯,url
星卫娱乐,url
卫视卡式,url
淘剧场,url
淘娱乐,url
星卫娱乐,url
艾尔达娱乐,url
天映经典,url
星空卫视,url
私人影院,url
龙祥电影,url
东森洋片,url
爱体育,url
深圳体育,url
福建体育,url
成都体育,url
天津体育,url
江苏体育,url
吉林篮球,url
少儿动画,url
卡酷动画,url
新动漫,url
青春动漫,url
爱动漫,url
中录动漫,url
宝宝动画,url
睛彩少儿,url
24H国漫热播,url
海绵宝宝,url
斗破苍穹玄幻剧,url
经典动漫,url
蜡笔小新,url
漫画解说,url
风云音乐,url
潮流音乐,url
天津音乐,url
音乐广播,url
